region,date,day of the week,region_POLSKA,region_ŚŚ_Gaus_Noise_seed_0,region_ŚŚ_Gaus_Noise_seed_1,region_ŚŚ_Gaus_Noise_seed_2,region_ŚŚ_Gaus_Noise_seed_3,region_ŚŚ_Gaus_Noise_seed_4,region_ŚŚ_Gaus_Noise_seed_5,region_ŚŚ_Gaus_Noise_seed_6,region_ŚŚ_Gaus_Noise_seed_7,region_ŚŚ_Gaus_Noise_seed_8,region_ŚŚ_Gaus_Noise_seed_9,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Number_of_people_hospitalized,Engaged_respirator
ŚŚ_Gaus_Noise_seed_3,2021-04-17,2,0,0,0,0,1,0,0,0,0,0,0,-0.38606079699993356,0.0,-0.33397179868156424,-0.03775962255403812,0.052752325242651436,30955.037005597427,3245.6715351473295
ŚŚ_Gaus_Noise_seed_3,2021-04-18,3,0,0,0,0,1,0,0,0,0,0,0,-0.38527951422403983,-0.050569028425867704,-0.25802514422576295,-0.019888255097632295,0.03973814808953476,31277.328031387744,3242.0703219447255
ŚŚ_Gaus_Noise_seed_3,2021-04-19,4,0,0,0,0,1,0,0,0,0,0,0,-0.2575260656145015,0.01977083974522863,-0.3089353123376508,-0.20650215001634542,0.07127147983385845,31260.721780207317,3310.8714812083067
ŚŚ_Gaus_Noise_seed_3,2021-04-20,5,0,0,0,0,1,0,0,0,0,0,0,-0.24277654782891755,0.06084924125293848,-0.2794816225294653,-0.21035739212764898,0.07187333262218525,29633.777267053494,3216.7393614160833
ŚŚ_Gaus_Noise_seed_3,2021-04-21,6,0,0,0,0,1,0,0,0,0,0,0,-0.228904632371176,0.06716873104364615,-0.28172020666527536,-0.19938777188077778,0.05779787181758098,27543.672097163402,3208.7973004524374
ŚŚ_Gaus_Noise_seed_3,2021-04-22,7,0,0,0,0,1,0,0,0,0,0,0,-0.2464537613173229,0.07928285262488205,-0.3264280897424149,-0.1962345746510552,0.067151032441001,28714.928653754778,3165.998654165072
ŚŚ_Gaus_Noise_seed_3,2021-04-23,1,0,0,0,0,1,0,0,0,0,0,0,-0.2983000656509651,0.09577948831400215,-0.3166270720986715,-0.187168402064398,0.06997772053174793,28756.78668811121,3183.5447574332757
ŚŚ_Gaus_Noise_seed_3,2021-04-24,2,0,0,0,0,1,0,0,0,0,0,0,-0.31136922778168485,0.01049300350704678,-0.25100768572467264,0.010042097779929093,0.01919565253203968,27298.503182006083,3248.8592641512473
ŚŚ_Gaus_Noise_seed_3,2021-04-25,3,0,0,0,0,1,0,0,0,0,0,0,-0.18314793840810825,1.0884114356995387,-0.2361297190496417,0.09987589988513748,0.019845285002388944,28056.32560623334,3174.2936882115287
ŚŚ_Gaus_Noise_seed_3,2021-04-26,4,0,0,0,0,1,0,0,0,0,0,0,-0.26479516440368916,0.0,-0.3039830871889408,-0.17888140874524808,0.06339950309413889,25765.86341802137,3161.8790989501667
ŚŚ_Gaus_Noise_seed_3,2021-04-27,5,0,0,0,0,1,0,0,0,0,0,0,-0.22627805643093413,0.06665278467656058,-0.26626517355041873,-0.18041003824872795,0.057324027981438395,25669.977643014747,2912.458632263468
ŚŚ_Gaus_Noise_seed_3,2021-04-28,6,0,0,0,0,1,0,0,0,0,0,0,-0.18305055072165163,0.12043276233592508,-0.24050645601816073,-0.17408018769866013,0.05093662273536788,24934.0800201208,3070.125770767608
ŚŚ_Gaus_Noise_seed_3,2021-04-29,7,0,0,0,0,1,0,0,0,0,0,0,-0.1787090758837085,0.24484145932937426,-0.2327212456293858,-0.18190867445543213,0.0491080564493672,23708.475898856774,2823.7802074134315
ŚŚ_Gaus_Noise_seed_3,2021-04-30,1,0,0,0,0,1,0,0,0,0,0,0,-0.0907888877349761,0.5196923088980849,-0.18662025597807705,-0.2008082134965081,0.019308205655450276,22404.706426518012,2703.589505123314
ŚŚ_Gaus_Noise_seed_3,2021-05-01,2,0,0,0,0,1,0,0,0,0,0,0,-0.6628054456635437,-0.6882009265459336,-0.35714177030191857,-0.39437559912321274,0.05025037285965958,21421.54404520094,2699.8504122085246
ŚŚ_Gaus_Noise_seed_3,2021-05-02,3,0,0,0,0,1,0,0,0,0,0,0,-0.5200507114745182,-0.07037538391292279,-0.47231943378950003,-0.14860387953367568,0.04062142483225665,21848.881772323624,2610.155201214285
ŚŚ_Gaus_Noise_seed_3,2021-05-03,4,0,0,0,0,1,0,0,0,0,0,0,-0.6147863626063385,-0.7151766323012366,-0.5901050363858377,-0.8203127379725776,0.1984378513461266,21640.163905104102,2710.0824076102795
ŚŚ_Gaus_Noise_seed_3,2021-05-04,5,0,0,0,0,1,0,0,0,0,0,0,0.0,0.28402752287726535,-0.2060792430043169,-0.2613237660489268,0.04921444688102511,19633.259361912267,2515.491468493102
ŚŚ_Gaus_Noise_seed_3,2021-05-05,6,0,0,0,0,1,0,0,0,0,0,0,-0.07893351685999933,0.1454784576831256,-0.21395702571399663,-0.18348603780395534,0.03945043123956961,19075.627373067793,2162.6571195423126
ŚŚ_Gaus_Noise_seed_4,2020-06-11,7,0,0,0,0,0,1,0,0,0,0,0,-0.47927191141714165,-0.7387510950021489,-0.5252374066459351,-0.7539778744584708,0.17213333775213724,1780.8134389907184,76.45734022602416
ŚŚ_Gaus_Noise_seed_4,2020-06-12,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0891029249119531,-0.36204850464592747,-0.46127675738472096,0.08021116862801667,1608.2267119836793,76.23249523418991
ŚŚ_Gaus_Noise_seed_4,2020-06-13,2,0,0,0,0,0,1,0,0,0,0,0,-0.17589976293068763,-0.06926290597852669,-0.2341875222533721,0.019071812402590566,-0.019565995034751284,1708.6318613340757,79.2707107193968
ŚŚ_Gaus_Noise_seed_4,2020-06-14,3,0,0,0,0,0,1,0,0,0,0,0,-0.019967340356680904,0.04976016059739106,-0.10362684447738678,0.13999487902389973,-0.049408557177928414,1659.2527614129112,85.77090226309589
ŚŚ_Gaus_Noise_seed_4,2020-06-15,4,0,0,0,0,0,1,0,0,0,0,0,-0.019018551474919085,0.010408289677550949,-0.27527492924997143,-0.19674529214958003,0.03994239250337117,1858.8084748072417,80.58706666253741
ŚŚ_Gaus_Noise_seed_4,2020-06-16,5,0,0,0,0,0,1,0,0,0,0,0,-0.0487432454691198,0.009373638739515064,-0.2625897882418145,-0.20165722012559023,0.048805232151912604,1867.9710066226285,78.77619252087148
ŚŚ_Gaus_Noise_seed_4,2020-06-17,6,0,0,0,0,0,1,0,0,0,0,0,-0.06242542853116464,-0.010002808030188973,-0.28109791896414055,-0.19518748031822386,0.050454445950692706,1631.9502884634467,76.4485792349306
ŚŚ_Gaus_Noise_seed_4,2020-06-18,7,0,0,0,0,0,1,0,0,0,0,0,-0.06824328972552571,0.0,-0.2954633572811079,-0.20976345083498338,0.049946107922876216,1892.1967036151732,71.61247285698849
ŚŚ_Gaus_Noise_seed_4,2020-06-19,1,0,0,0,0,0,1,0,0,0,0,0,-0.10436660298158669,0.0,-0.29541199030915466,-0.20810719307942616,0.046285123757825224,1866.0644106233092,71.85426263881055
ŚŚ_Gaus_Noise_seed_4,2020-06-20,2,0,0,0,0,0,1,0,0,0,0,0,-0.15329519114896156,-0.039643430547663984,-0.24692479296793618,0.05771072648881337,0.0,1921.8198597232354,67.70142068472174
ŚŚ_Gaus_Noise_seed_4,2020-06-21,3,0,0,0,0,0,1,0,0,0,0,0,-0.1544118997088385,-0.08934481757186866,-0.2300645753012415,0.12019641133963044,0.0,1875.9250442449609,72.9285832312444
ŚŚ_Gaus_Noise_seed_4,2020-06-22,4,0,0,0,0,0,1,0,0,0,0,0,-0.03948367440248985,-0.01943920996217187,-0.30311491685002717,-0.23757014099649373,0.0507922941037216,2034.5757973590398,73.3125967736208
ŚŚ_Gaus_Noise_seed_4,2020-06-23,5,0,0,0,0,0,1,0,0,0,0,0,0.010322587027091122,0.05635967088013393,-0.23389763954800902,-0.21972045301873383,0.038954989865280266,1948.1867400309866,67.90084986635365
ŚŚ_Gaus_Noise_seed_4,2020-06-24,6,0,0,0,0,0,1,0,0,0,0,0,-0.049717030695147234,-0.019874411906915232,-0.2730330038237008,-0.20398539883731917,0.04921512850623432,1994.2285017502538,65.33435598875643
ŚŚ_Gaus_Noise_seed_4,2020-06-25,7,0,0,0,0,0,1,0,0,0,0,0,-0.010283310579823094,0.02974722179212369,-0.2151275690654362,-0.1960954806138675,0.02944673343338349,1981.4953921766096,70.49489917149604
ŚŚ_Gaus_Noise_seed_4,2020-06-26,1,0,0,0,0,0,1,0,0,0,0,0,-0.03018646350946758,0.029972939626435102,-0.21211793298970233,-0.20948803824301493,0.030216471759696342,1815.1539209109815,76.01629409284817
ŚŚ_Gaus_Noise_seed_4,2020-06-27,2,0,0,0,0,0,1,0,0,0,0,0,-0.13656356306654754,-0.06078099548261492,-0.13552328736791971,0.058416181807617214,-0.028762866090864498,1894.2899759307272,78.52752169252963
ŚŚ_Gaus_Noise_seed_4,2020-06-28,3,0,0,0,0,0,1,0,0,0,0,0,0.42264797269328835,-0.07408186912711123,0.02844084134538827,0.3435643691681772,-0.07258958732730317,1805.243512571246,81.71376651520575
ŚŚ_Gaus_Noise_seed_4,2020-06-29,4,0,0,0,0,0,1,0,0,0,0,0,-0.07838287642039775,-0.08722857158404437,-0.28572164680416556,-0.2435655015756358,0.04843864044980748,1819.0303383340674,89.11509318894593
ŚŚ_Gaus_Noise_seed_4,2020-06-30,5,0,0,0,0,0,1,0,0,0,0,0,0.031051461253889592,0.02898446400161407,-0.19891500012023966,-0.1981825877920365,0.029234651816160327,1847.7760283485143,87.8690422063033
ŚŚ_Gaus_Noise_seed_4,2020-07-01,6,0,0,0,0,0,1,0,0,0,0,0,0.030767656152113982,0.020662744768636984,-0.1916592460510295,-0.21561314711281587,0.01997681887221241,1950.7401870337428,78.18715200454945
ŚŚ_Gaus_Noise_seed_4,2020-07-02,7,0,0,0,0,0,1,0,0,0,0,0,0.009805062899168692,0.038318467727472195,-0.2001975911347996,-0.2192415136132235,0.029808866741363422,1814.2542640435943,70.79689943684569
ŚŚ_Gaus_Noise_seed_4,2020-07-03,1,0,0,0,0,0,1,0,0,0,0,0,-0.02862138822356905,0.030534241623343845,-0.21495690261044037,-0.22217513915673673,0.02010266899694908,1733.3637500237287,72.86654192597373
ŚŚ_Gaus_Noise_seed_4,2020-07-04,2,0,0,0,0,0,1,0,0,0,0,0,-0.07785174949466983,-0.020897511418724007,-0.0918775716536425,0.06021494059465368,-0.051567235555823,1712.2720695030437,76.317640415245
ŚŚ_Gaus_Noise_seed_4,2020-07-05,3,0,0,0,0,0,1,0,0,0,0,0,0.10981791401766673,0.20864158926214937,-0.020087148042213152,0.1378660921397319,-0.05603358476628561,1707.939262214342,73.26417280493227
ŚŚ_Gaus_Noise_seed_4,2020-07-06,4,0,0,0,0,0,1,0,0,0,0,0,0.01995921668397362,0.00936527924776846,-0.2316646848498561,-0.25189148130615424,0.03115387454542918,1778.0650812119495,73.5977910790934
ŚŚ_Gaus_Noise_seed_4,2020-07-07,5,0,0,0,0,0,1,0,0,0,0,0,0.030570472329153085,0.030333541970970563,-0.21292033331458005,-0.24238645839668552,0.030531345047718785,1725.1509758729064,69.97567979565865
ŚŚ_Gaus_Noise_seed_4,2020-07-08,6,0,0,0,0,0,1,0,0,0,0,0,0.021183051845841377,0.0,-0.2276281839933136,-0.23271675545885856,0.030187740732334156,1697.301105228834,65.90203644489827
ŚŚ_Gaus_Noise_seed_4,2020-07-09,7,0,0,0,0,0,1,0,0,0,0,0,0.030235180838109815,0.03894790902142296,-0.21304213572228375,-0.24709501291956368,0.030425396533982144,1682.127879357756,62.60303387952828
ŚŚ_Gaus_Noise_seed_4,2020-07-10,1,0,0,0,0,0,1,0,0,0,0,0,-0.009520036745754667,0.04047929713152597,-0.20878510136876455,-0.2395486773307419,0.009362403354155316,1616.3014912100289,65.0933456911174
ŚŚ_Gaus_Noise_seed_4,2020-07-11,2,0,0,0,0,0,1,0,0,0,0,0,-0.06597370180882763,-0.010204034872167709,-0.15087558296953021,0.010174178551476667,-0.020657549601993754,1578.2038589117392,64.85794346338447
ŚŚ_Gaus_Noise_seed_4,2020-07-12,3,0,0,0,0,0,1,0,0,0,0,0,0.22180455215604652,0.33969203804261816,0.09063711121439515,0.1889533299831403,-0.05964383579731818,1673.1058178732342,65.6061982854077
ŚŚ_Gaus_Noise_seed_4,2020-07-13,4,0,0,0,0,0,1,0,0,0,0,0,0.06178364379746653,0.028276273584509085,-0.19622915664994955,-0.2593445395369419,0.03106106041842364,1583.122041706832,69.39330379737082
ŚŚ_Gaus_Noise_seed_4,2020-07-14,5,0,0,0,0,0,1,0,0,0,0,0,0.05685819988844774,0.03763753673360684,-0.18046443335738308,-0.263083023718995,0.020598844872920328,1612.4484618842944,74.21388642713964
ŚŚ_Gaus_Noise_seed_4,2020-07-15,6,0,0,0,0,0,1,0,0,0,0,0,0.07193999540335085,0.03856795778671756,-0.17644969353898993,-0.2502547396384322,0.020240235791528734,1544.3198908339102,69.98126117488455
ŚŚ_Gaus_Noise_seed_4,2020-07-16,7,0,0,0,0,0,1,0,0,0,0,0,0.04231575441376335,0.049649189614146105,-0.22198307102483925,-0.2658049916657723,0.04040950719346846,1543.7449536955983,64.1860863394145
ŚŚ_Gaus_Noise_seed_4,2020-07-17,1,0,0,0,0,0,1,0,0,0,0,0,0.00998288285099617,0.040515720105694854,-0.20736314088736718,-0.2441950055597774,0.020451122454763743,1609.4734132705876,69.48112511640876
ŚŚ_Gaus_Noise_seed_4,2020-07-18,2,0,0,0,0,0,1,0,0,0,0,0,-0.0599057329157982,-0.010115868592329469,-0.04020726383528341,0.029191485883445546,-0.050029454331218304,1539.7084161059195,65.16276003594054
ŚŚ_Gaus_Noise_seed_4,2020-07-19,3,0,0,0,0,0,1,0,0,0,0,0,0.18180651251370322,0.19803236532097,0.05041521373727701,0.10625831703377166,-0.05909674154369345,1640.9798156091706,67.41678141516871
ŚŚ_Gaus_Noise_seed_4,2020-07-20,4,0,0,0,0,0,1,0,0,0,0,0,0.048336238137428614,0.04025543908429051,-0.21266185976149668,-0.27165305623682007,0.02064957570650824,1571.9271012752358,70.7252475516934
ŚŚ_Gaus_Noise_seed_4,2020-07-21,5,0,0,0,0,0,1,0,0,0,0,0,0.06821095198546925,0.0618600303051836,-0.19710340889507505,-0.2674457211915716,0.020467053092260122,1611.333327502569,67.67561943593088
ŚŚ_Gaus_Noise_seed_4,2020-07-22,6,0,0,0,0,0,1,0,0,0,0,0,0.0912561715782788,0.05330309686786538,-0.16495126060089832,-0.25210188116816235,0.019784725503885478,1507.031717652697,73.1648320020656
ŚŚ_Gaus_Noise_seed_4,2020-07-23,7,0,0,0,0,0,1,0,0,0,0,0,0.05739732084891635,0.059977572039679364,-0.19157117431785442,-0.26487663284882107,0.019469367309529768,1563.4461197654555,68.45568036697007
ŚŚ_Gaus_Noise_seed_4,2020-07-24,1,0,0,0,0,0,1,0,0,0,0,0,0.010149616217455765,0.06014533130439007,-0.16953549442360272,-0.25525106968941985,0.009970738301344014,1551.6362134190229,58.43770573616702
ŚŚ_Gaus_Noise_seed_4,2020-07-25,2,0,0,0,0,0,1,0,0,0,0,0,-0.048065031920502196,0.010163855496434752,-0.020230871983336618,0.009774359691688297,-0.05785374295250751,1651.1478676683641,65.88729585426272
ŚŚ_Gaus_Noise_seed_4,2020-07-26,3,0,0,0,0,0,1,0,0,0,0,0,0.15103360359090728,0.19395651731529354,0.04129960317162628,0.09188510971436238,-0.06981088647766735,1571.2173985115194,63.45107539236551
ŚŚ_Gaus_Noise_seed_4,2020-07-27,4,0,0,0,0,0,1,0,0,0,0,0,0.06867873859396674,0.0586407452322596,-0.19097993063101404,-0.2957223235465255,0.020629692158723126,1628.390383078437,68.90867021474207
ŚŚ_Gaus_Noise_seed_4,2020-07-28,5,0,0,0,0,0,1,0,0,0,0,0,0.020589782582310364,0.038783739922688555,-0.1972425093237709,-0.3061205306264612,0.029282679179606638,1700.5658428738438,59.920137447230836
ŚŚ_Gaus_Noise_seed_4,2020-07-29,6,0,0,0,0,0,1,0,0,0,0,0,0.09214221264988892,0.07073495072368327,-0.16781989065671613,-0.2730528041906158,0.02090136046927669,1704.060385467624,66.65757959479983
ŚŚ_Gaus_Noise_seed_4,2020-07-30,7,0,0,0,0,0,1,0,0,0,0,0,0.08702334966576196,0.08056574000646957,-0.1579557605604193,-0.278326687384298,0.019534719274321006,1714.6675275767057,63.79957629438514
ŚŚ_Gaus_Noise_seed_4,2020-07-31,1,0,0,0,0,0,1,0,0,0,0,0,0.030230884093173836,0.05970235118861176,-0.174318724016374,-0.29038232440966844,0.00982395022122313,1802.393337725928,73.00922369423515
ŚŚ_Gaus_Noise_seed_4,2020-08-01,2,0,0,0,0,0,1,0,0,0,0,0,-0.059468346300386096,0.0,0.010398886769609358,-0.020585450453232023,-0.05767346915968592,1841.8340925799212,76.4246209869553
ŚŚ_Gaus_Noise_seed_4,2020-08-02,3,0,0,0,0,0,1,0,0,0,0,0,0.1992371078100676,0.23808035660720955,0.08146537033609921,0.08228877788806138,-0.07051211604022802,1747.0799768822355,77.48619571757703
ŚŚ_Gaus_Noise_seed_4,2020-08-03,4,0,0,0,0,0,1,0,0,0,0,0,0.04919952077853082,0.03879041362616412,-0.20608000241206317,-0.33336035141414355,0.03921744931034864,1831.6742587445435,72.19687584308376
ŚŚ_Gaus_Noise_seed_4,2020-08-04,5,0,0,0,0,0,1,0,0,0,0,0,0.019764463633124032,0.029870541149701307,-0.24193853659656026,-0.32361038430804673,0.06020430379659575,1974.522908178479,65.08291880447722
ŚŚ_Gaus_Noise_seed_4,2020-08-05,6,0,0,0,0,0,1,0,0,0,0,0,0.09911108505129082,0.060212487586106055,-0.1824272168722123,-0.31672465778747905,0.030865452544122072,1916.0101097898755,76.95269219372081
ŚŚ_Gaus_Noise_seed_4,2020-08-06,7,0,0,0,0,0,1,0,0,0,0,0,0.06940736600872864,0.06887950868431786,-0.15724185967499948,-0.3104927334746231,0.020058673716316616,1855.2570525599247,71.01866262049725
ŚŚ_Gaus_Noise_seed_4,2020-08-07,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0495491000751644,-0.18603797205499684,-0.29883526817004147,0.0,1972.9077425178996,74.05655079878798
ŚŚ_Gaus_Noise_seed_4,2020-08-08,2,0,0,0,0,0,1,0,0,0,0,0,-0.07945906795474761,0.00990649072416974,-0.029081065913715745,-0.03167744773068897,-0.06126666419741515,1993.6507144694272,69.65993099282178
ŚŚ_Gaus_Noise_seed_4,2020-08-09,3,0,0,0,0,0,1,0,0,0,0,0,0.12698143633515047,0.18805765164020438,0.02926730921251989,0.06099607113810379,-0.06887915628130617,1925.7256988807044,72.76753332019457
ŚŚ_Gaus_Noise_seed_4,2020-08-10,4,0,0,0,0,0,1,0,0,0,0,0,0.10032979971107259,0.0874029960123586,-0.17421861789446952,-0.33349073071706103,0.010152866853979576,1923.5156182180629,69.76066486541569
ŚŚ_Gaus_Noise_seed_4,2020-08-11,5,0,0,0,0,0,1,0,0,0,0,0,0.09428031233504217,0.08217377427543078,-0.18159610362966747,-0.2937582495511487,0.02051099643465075,2007.6192082648708,74.04863258665137
ŚŚ_Gaus_Noise_seed_4,2020-08-12,6,0,0,0,0,0,1,0,0,0,0,0,0.12033866591970055,0.07961155013228578,-0.16010029018607352,-0.31166643021515833,0.009913376075538107,2003.9782788815114,75.12839921982939
ŚŚ_Gaus_Noise_seed_4,2020-08-13,7,0,0,0,0,0,1,0,0,0,0,0,0.10866451185005352,0.14482852514911426,-0.14918389291932616,-0.30852250302334056,0.009765107331398234,2016.1635169082172,78.19269514639761
ŚŚ_Gaus_Noise_seed_4,2020-08-14,1,0,0,0,0,0,1,0,0,0,0,0,0.10234196297650718,0.321155576383373,-0.16885659404094744,-0.4073673379977576,0.01007674849060044,2061.6816726824477,80.09244456083835
ŚŚ_Gaus_Noise_seed_4,2020-08-15,2,0,0,0,0,0,1,0,0,0,0,0,-0.3820842643985904,-0.7413809752600908,-0.1529234304261042,-0.3587435961276479,-0.019823481192831484,2065.1977441470417,83.11231052010909
ŚŚ_Gaus_Noise_seed_4,2020-08-16,3,0,0,0,0,0,1,0,0,0,0,0,0.21847886999958852,0.2730758641702639,0.08776692895533929,0.05914455754344984,-0.08992083556321699,2009.9014816621377,77.62908787559117
ŚŚ_Gaus_Noise_seed_4,2020-08-17,4,0,0,0,0,0,1,0,0,0,0,0,0.12568736621554696,0.13106849112980445,-0.16447860722839863,-0.3198417682856833,0.010359064441985602,1987.4450473317859,85.76417513491984
ŚŚ_Gaus_Noise_seed_4,2020-08-18,5,0,0,0,0,0,1,0,0,0,0,0,0.051550722234110405,0.05727230388452588,-0.1937629768457771,-0.29744658648951217,0.031518551133991955,2112.563415773983,80.49086302754677
ŚŚ_Gaus_Noise_seed_4,2020-08-19,6,0,0,0,0,0,1,0,0,0,0,0,0.0799976833390581,0.0616214057011519,-0.1867975336912828,-0.27793287586633525,0.03097824251424888,2100.2555750540446,84.90896915615576
ŚŚ_Gaus_Noise_seed_4,2020-08-20,7,0,0,0,0,0,1,0,0,0,0,0,0.06767029947454761,0.05975067082046132,-0.17315682646710967,-0.3039592673477897,0.009785807448313213,2126.1797563484765,84.59340883435672
ŚŚ_Gaus_Noise_seed_4,2020-08-21,1,0,0,0,0,0,1,0,0,0,0,0,-0.010046822003408314,0.03949014798143611,-0.19964538687957323,-0.2968239510104162,0.009893044624626849,2033.8230193294216,83.14760261125923
ŚŚ_Gaus_Noise_seed_4,2020-08-22,2,0,0,0,0,0,1,0,0,0,0,0,-0.12017793301935702,-0.05091450233526615,-0.10191977915427725,-0.030174897549066534,-0.04091204879627241,2179.416772449005,78.91883576432389
ŚŚ_Gaus_Noise_seed_4,2020-08-23,3,0,0,0,0,0,1,0,0,0,0,0,0.1316182287888349,0.11022151927619507,0.01932741566913682,0.07082278043779307,-0.04854421896774246,2034.0083997715826,82.2972659729551
ŚŚ_Gaus_Noise_seed_4,2020-08-24,4,0,0,0,0,0,1,0,0,0,0,0,0.0723318950241547,0.03869075512891532,-0.17948416610695067,-0.2717539365301534,0.019710104376810818,2185.1171984354773,79.8348224063324
ŚŚ_Gaus_Noise_seed_4,2020-08-25,5,0,0,0,0,0,1,0,0,0,0,0,0.0591735854255309,0.05077876464891279,-0.17536462663554014,-0.27296874942389104,0.02061352491587641,2092.824947089685,79.14571115796242
ŚŚ_Gaus_Noise_seed_4,2020-08-26,6,0,0,0,0,0,1,0,0,0,0,0,0.049854072719103006,0.01924450282614098,-0.1864375884286959,-0.24785063329998577,0.029304425042119414,2066.2800292742604,80.24983041453457
ŚŚ_Gaus_Noise_seed_4,2020-08-27,7,0,0,0,0,0,1,0,0,0,0,0,0.040934706693618705,0.04703279793351852,-0.18781219025150786,-0.2589822537397943,0.030468613448956752,2078.3046447983265,80.71629255469475
ŚŚ_Gaus_Noise_seed_4,2020-08-28,1,0,0,0,0,0,1,0,0,0,0,0,0.029518169235597053,0.05089921707352618,-0.16936741671698669,-0.2528742247382939,0.01001800728453647,2197.1744285903487,90.24805498461441
ŚŚ_Gaus_Noise_seed_4,2020-08-29,2,0,0,0,0,0,1,0,0,0,0,0,-0.061434136811922085,-0.0585277826291065,-0.08232765360723725,-0.009573999542692021,-0.02860097396118602,2327.2419895413504,82.73959892594324
ŚŚ_Gaus_Noise_seed_4,2020-08-30,3,0,0,0,0,0,1,0,0,0,0,0,0.552645478341946,1.5550608088522737,0.0203230484576777,0.16595786872687404,-0.0515059602674488,2197.205550243627,84.70845162096774
ŚŚ_Gaus_Noise_seed_4,2020-08-31,4,0,0,0,0,0,1,0,0,0,0,0,0.06662769228060363,-0.009764832339849679,-0.1845935442001215,-0.25725914541022027,0.030569254365665426,2234.1493351389167,79.10408118796767
ŚŚ_Gaus_Noise_seed_4,2020-09-01,5,0,0,0,0,0,1,0,0,0,0,0,0.06664436190472937,0.06957007015098411,-0.1329818629760071,-0.25907196616202216,0.03747098987991698,2143.5339999057383,89.61483064056047
ŚŚ_Gaus_Noise_seed_4,2020-09-02,6,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0310266958570828,-0.11598497316929907,-0.2219548911505103,0.010209160718039867,2142.5602160499197,80.51163807944756
ŚŚ_Gaus_Noise_seed_4,2020-09-03,7,0,0,0,0,0,1,0,0,0,0,0,0.010032789814554313,0.04090766346723949,-0.09925062019523477,-0.20464732753162854,0.0,2258.1032804996926,76.10027778451756
ŚŚ_Gaus_Noise_seed_4,2020-09-04,1,0,0,0,0,0,1,0,0,0,0,0,-0.019720279833464166,0.02964395304095439,-0.11444505036852155,-0.20564660860525785,-0.010067445516753154,2095.4883166569803,74.7172097792693
ŚŚ_Gaus_Noise_seed_4,2020-09-05,2,0,0,0,0,0,1,0,0,0,0,0,-0.07330883065988457,-0.028594501805517012,-0.10469646411704717,-0.009729958950884519,-0.020635902820601744,2128.249934979025,77.54564646893525
ŚŚ_Gaus_Noise_seed_4,2020-09-06,3,0,0,0,0,0,1,0,0,0,0,0,0.039812997624176595,0.009456313882514326,-0.062363171075986865,0.030612320944890484,-0.01999349972237038,2125.005552262809,80.14952268738016
ŚŚ_Gaus_Noise_seed_4,2020-09-07,4,0,0,0,0,0,1,0,0,0,0,0,0.0,0.019965588310831544,-0.12111406359036014,-0.21877105417279413,0.0,2129.1523360754027,81.27710192616748
ŚŚ_Gaus_Noise_seed_4,2020-09-08,5,0,0,0,0,0,1,0,0,0,0,0,-0.009917926859700079,0.030394715997843224,-0.10932553886751807,-0.23138119760968032,0.0,2010.5489299806575,80.50453083030118
ŚŚ_Gaus_Noise_seed_4,2020-09-09,6,0,0,0,0,0,1,0,0,0,0,0,0.009754279799372387,0.031183272051047047,-0.11173075654428476,-0.19042831122087656,-0.010027673265230417,2083.4687936050036,77.58001670231
ŚŚ_Gaus_Noise_seed_4,2020-09-10,7,0,0,0,0,0,1,0,0,0,0,0,0.030409690862090416,0.07066609928527402,-0.08863767127233775,-0.1971940485153757,-0.01992116695608464,1829.1089704086144,82.5905044110598
ŚŚ_Gaus_Noise_seed_4,2020-09-11,1,0,0,0,0,0,1,0,0,0,0,0,0.030209018597001473,0.07200387430395437,-0.0674562040276284,-0.19351842300218555,-0.04942422559243241,1987.6425680302266,76.87415038096137
ŚŚ_Gaus_Noise_seed_4,2020-09-12,2,0,0,0,0,0,1,0,0,0,0,0,-0.00978458234391513,-0.021045089036222316,-0.009915493864942056,-0.02082137788408242,-0.07117725564719964,1898.7593731287413,88.27574959307765
ŚŚ_Gaus_Noise_seed_4,2020-09-13,3,0,0,0,0,0,1,0,0,0,0,0,0.1881825443525554,0.20048589233228864,0.058673991180833475,0.04116388673555135,-0.0785547102645198,1982.5689518302042,83.40347917936471
ŚŚ_Gaus_Noise_seed_4,2020-09-14,4,0,0,0,0,0,1,0,0,0,0,0,0.01998190446548382,0.019617935175647742,-0.0960621651787929,-0.12583654594775465,-0.03004135673349256,1931.7008919368602,87.0475704178529
ŚŚ_Gaus_Noise_seed_4,2020-09-15,5,0,0,0,0,0,1,0,0,0,0,0,0.0,0.028572559911723652,-0.10260897759371508,-0.1242947465261943,-0.01972883168036948,2030.80590280833,88.70383294488427
ŚŚ_Gaus_Noise_seed_4,2020-09-16,6,0,0,0,0,0,1,0,0,0,0,0,0.009753082944480393,0.019642719721923933,-0.09011525482438236,-0.13188789217230876,-0.020538164260785367,2041.3685979608395,86.14451587243144
ŚŚ_Gaus_Noise_seed_4,2020-09-17,7,0,0,0,0,0,1,0,0,0,0,0,-0.010291513475189208,0.019409681226698276,-0.11783135946120088,-0.14555205897362838,-0.010808544154440124,1855.8805682480622,87.0938210608691
